treat,re78,age,educ,race,married,nodegree,re74,re75
0,422.6298,17,9,black,0,1,1222.582,0.0
0,0.0,55,3,white,0,1,1208.868,0.0
0,19516.33,28,8,white,1,1,1202.99,0.0
0,8923.991,19,12,hispan,0,0,1058.004,0.0
0,0.0,37,7,white,1,1,963.9593,0.0
0,15997.87,16,9,white,1,1,920.8554,0.0
0,9438.24,17,10,white,0,1,646.558,0.0
0,2284.565,24,12,black,0,0,566.2281,0.0
0,3406.16,19,11,white,0,1,540.7576,0.0
0,9166.338,50,5,black,1,1,411.446,0.0
0,0.0,19,9,black,0,1,384.0163,0.0
0,0.0,36,1,black,0,1,348.7495,0.0
0,7722.599,18,11,white,0,1,321.3198,0.0
0,7515.717,16,7,hispan,0,1,289.9715,0.0
0,6708.879,21,11,white,1,1,246.8676,0.0
0,0.0,55,6,white,1,1,111.6782,0.0
0,877.7696,37,12,white,0,0,48.98167,0.0
0,0.0,26,12,hispan,1,0,47.0224,0.0
0,0.0,54,12,white,1,0,0.0,0.0
0,0.0,50,12,white,1,0,0.0,0.0
0,2559.422,16,8,white,0,1,0.0,0.0
0,0.0,16,9,hispan,0,1,0.0,0.0
0,2281.61,18,10,black,0,1,0.0,0.0
0,0.0,40,11,black,1,1,0.0,0.0
0,0.0,16,8,white,0,1,0.0,0.0
0,2158.959,16,9,black,0,1,0.0,0.0
0,6717.745,26,14,white,0,0,0.0,0.0
0,6083.8,20,9,black,0,1,0.0,0.0
0,0.0,20,12,black,0,0,0.0,0.0
0,0.0,18,11,black,0,1,0.0,0.0
0,2820.98,46,11,black,1,1,0.0,0.0
0,12760.17,17,8,black,0,1,0.0,0.0
0,4974.028,16,9,white,0,1,0.0,0.0
0,3151.991,30,10,white,1,1,0.0,0.0
0,5841.453,33,12,hispan,1,0,0.0,0.0
0,18716.88,34,12,black,1,0,0.0,0.0
0,17941.08,21,13,black,0,0,0.0,0.0
0,0.0,29,11,white,1,1,0.0,0.0
0,0.0,19,12,white,0,0,0.0,0.0
0,1161.493,31,4,hispan,0,1,0.0,0.0
0,18573.55,19,12,hispan,0,0,0.0,0.0
0,11594.24,20,12,black,0,0,0.0,0.0
0,0.0,55,4,black,0,1,0.0,0.0
0,16485.52,19,11,black,0,1,0.0,0.0
0,7146.286,18,11,black,0,1,0.0,0.0
0,0.0,48,13,white,1,0,0.0,0.0
0,6821.186,16,9,hispan,1,1,0.0,0.0
0,0.0,17,10,black,0,1,0.0,0.0
0,18756.78,38,12,white,1,0,0.0,0.0
0,2664.341,34,8,white,1,1,0.0,0.0
0,0.0,53,12,white,0,0,0.0,0.0
0,7236.427,48,14,white,1,0,0.0,0.0
0,6494.608,16,9,white,0,1,0.0,0.0
0,4520.366,17,8,black,0,1,0.0,0.0
0,10122.43,27,14,black,0,0,0.0,0.0
0,648.722,37,8,black,0,1,0.0,0.0
0,1053.619,17,10,black,0,1,0.0,0.0
0,0.0,16,8,white,0,1,0.0,0.0
0,1491.026,48,12,white,1,0,0.0,0.0
0,0.0,55,7,white,0,1,0.0,0.0
0,0.0,21,15,white,0,0,0.0,0.0
0,1730.418,16,10,black,0,1,0.0,0.0
0,3902.676,23,12,white,0,0,0.0,0.0
0,0.0,46,11,black,1,1,0.0,0.0
0,14942.77,17,10,white,0,1,0.0,0.0
0,23764.8,42,16,white,0,0,0.0,0.0
0,5306.516,18,10,black,0,1,0.0,0.0
0,0.0,53,12,black,0,0,0.0,0.0
0,3859.822,17,10,white,1,1,0.0,0.0
0,0.0,17,6,white,0,1,0.0,0.0
0,0.0,43,6,white,1,1,0.0,0.0
0,0.0,34,12,black,0,0,0.0,0.0
0,12242.96,16,8,hispan,0,1,0.0,0.0
0,1533.88,27,12,white,1,0,0.0,0.0
0,0.0,51,4,black,0,1,0.0,0.0
0,964.9555,39,2,black,1,1,0.0,0.0
0,0.0,55,8,white,1,1,0.0,0.0
0,5551.819,16,9,white,0,1,0.0,0.0
0,7543.794,27,10,black,0,1,0.0,0.0
0,0.0,25,14,white,0,0,0.0,0.0
0,10150.5,18,11,white,0,1,0.0,0.0
0,19464.61,24,1,hispan,1,1,0.0,0.0
0,0.0,21,18,white,0,0,0.0,0.0
0,187.6713,32,5,black,1,1,0.0,0.0
0,1495.459,16,9,white,0,1,0.0,0.0
