treat,depress2,job_seek,age,sex,educ,nonwhite,marital
1,1.0909091234207153,4.0,26.50136947631836,0,bach,white0,nevmarr
0,1.545454502105713,3.8333332538604736,62.17534255981445,0,bach,white0,married
1,1.0,4.666666507720947,51.33424758911133,1,highsc,non.white1,married
1,1.3636363744735718,4.0,56.402740478515625,1,somcol,white0,married
1,1.9090908765792847,1.8333333730697632,27.79452133178711,0,somcol,non.white1,nevmarr
0,1.7272727489471436,3.8333332538604736,43.33698654174805,1,gradwk,white0,married
1,1.7272727489471436,4.833333492279053,51.20273971557617,0,bach,white0,married
1,1.0909091234207153,5.0,27.931507110595703,1,somcol,white0,married
1,1.3636363744735718,4.5,44.04109573364258,0,bach,white0,married
0,2.6363637447357178,4.333333492279053,72.47945404052734,0,gradwk,white0,married
1,1.0,5.0,28.405479431152344,1,highsc,white0,divrcd
0,1.3636363744735718,4.666666507720947,37.71780776977539,0,highsc,non.white1,separtd
1,1.1818181276321411,4.333333492279053,35.70684814453125,0,gradwk,white0,married
0,1.0,5.0,24.827396392822266,1,highsc,non.white1,nevmarr
1,1.6363636255264282,5.0,32.40821838378906,1,bach,white0,divrcd
0,1.0909091234207153,2.8333332538604736,60.10411071777344,1,somcol,white0,married
1,1.545454502105713,4.666666507720947,41.594520568847656,1,bach,white0,married
1,2.0,3.6666667461395264,54.78082275390625,0,highsc,white0,married
1,2.3636362552642822,4.166666507720947,47.34794616699219,1,bach,white0,divrcd
1,2.3636362552642822,3.5,35.72876739501953,1,bach,white0,married
1,2.1818182468414307,4.333333492279053,45.9808235168457,0,gradwk,white0,divrcd
1,1.2727272510528564,5.0,44.405479431152344,1,somcol,white0,divrcd
1,2.6363637447357178,4.0,23.73972511291504,0,bach,white0,nevmarr
0,1.0,5.0,40.890411376953125,1,somcol,white0,married
0,2.090909004211426,4.166666507720947,31.693151473999023,0,gradwk,white0,nevmarr
1,2.454545497894287,5.0,30.345205307006836,1,somcol,white0,divrcd
1,2.0,4.333333492279053,53.024658203125,0,somcol,white0,married
0,1.7272727489471436,4.666666507720947,28.452054977416992,0,highsc,white0,married
0,1.6363636255264282,3.8333332538604736,52.49589157104492,1,highsc,white0,married
1,1.8181818723678589,4.166666507720947,50.087669372558594,1,somcol,white0,married
1,1.1818181276321411,5.0,28.863014221191406,1,bach,white0,married
0,1.8181818723678589,3.8333332538604736,57.24657440185547,1,somcol,white0,divrcd
1,1.1818181276321411,4.0,63.057533264160156,0,somcol,white0,married
0,2.2727272510528564,4.666666507720947,34.56712341308594,0,somcol,white0,divrcd
1,1.0,4.5,28.50958824157715,0,somcol,white0,married
1,1.1818181276321411,4.333333492279053,43.134246826171875,0,bach,white0,married
1,2.090909004211426,4.166666507720947,24.50411033630371,0,somcol,white0,nevmarr
1,2.454545497894287,4.333333492279053,29.668493270874023,1,somcol,white0,nevmarr
1,1.454545497894287,5.0,46.649314880371094,1,gradwk,white0,married
1,1.2727272510528564,4.666666507720947,38.06575393676758,0,gradwk,white0,married
0,1.0,4.666666507720947,53.5123291015625,1,highsc,white0,married
1,3.545454502105713,3.1666667461395264,23.772602081298828,1,bach,white0,nevmarr
0,1.1818181276321411,5.0,58.210960388183594,0,lt-hs,white0,married
0,3.1818182468414307,3.6666667461395264,32.86027526855469,1,highsc,white0,married
1,3.0,3.8333332538604736,39.0931510925293,0,somcol,white0,divrcd
1,1.8181818723678589,3.1666667461395264,43.71232986450195,1,highsc,white0,divrcd
1,1.0,4.0,50.109588623046875,1,highsc,white0,married
0,1.6363636255264282,4.166666507720947,26.416439056396484,0,somcol,white0,nevmarr
1,1.454545497894287,3.1666667461395264,46.73972702026367,1,somcol,white0,nevmarr
0,1.7272727489471436,4.0,46.843833923339844,1,somcol,white0,divrcd
1,1.0,4.666666507720947,48.21369934082031,0,somcol,non.white1,married
1,1.8181818723678589,3.1666667461395264,39.95890426635742,1,somcol,white0,divrcd
1,1.454545497894287,4.0,59.70137023925781,0,highsc,white0,married
0,1.7272727489471436,4.0,31.673973083496094,1,somcol,white0,nevmarr
1,2.3636362552642822,4.166666507720947,29.6849308013916,0,gradwk,white0,married
1,1.0,4.666666507720947,30.339725494384766,0,somcol,white0,divrcd
1,1.2727272510528564,3.8333332538604736,39.76986312866211,0,bach,non.white1,married
1,1.454545497894287,4.5,38.20000076293945,1,bach,white0,married
1,2.6363637447357178,4.166666507720947,40.66849136352539,0,gradwk,white0,divrcd
1,1.2727272510528564,4.166666507720947,26.0,0,highsc,white0,nevmarr
1,2.1818182468414307,4.0,34.77260208129883,1,bach,white0,nevmarr
1,1.0,3.3333332538604736,56.29862976074219,0,highsc,white0,married
0,2.545454502105713,3.0,31.309589385986328,1,somcol,white0,married
0,1.8181818723678589,3.5,26.74520492553711,1,lt-hs,white0,married
0,1.0,3.5,22.96164321899414,0,highsc,white0,nevmarr
1,2.0,3.5,45.169864654541016,0,bach,white0,nevmarr
1,1.9090908765792847,3.6666667461395264,44.99726104736328,1,gradwk,white0,married
1,1.3636363744735718,3.8333332538604736,36.44931411743164,0,gradwk,white0,nevmarr
0,1.0909091234207153,3.5,52.73698806762695,1,somcol,white0,widowed
1,1.6363636255264282,4.0,25.150684356689453,0,lt-hs,white0,nevmarr
1,1.545454502105713,3.1666667461395264,32.19451904296875,1,somcol,white0,divrcd
1,1.0909091234207153,5.0,26.786300659179688,0,bach,white0,married
1,1.7272727489471436,4.0,49.41095733642578,1,somcol,white0,divrcd
0,1.3636363744735718,4.666666507720947,32.70410919189453,1,bach,non.white1,nevmarr
1,1.1818181276321411,5.0,27.616437911987305,1,somcol,white0,divrcd
0,1.8181818723678589,4.333333492279053,35.37260437011719,0,highsc,white0,nevmarr
1,1.1818181276321411,3.1666667461395264,22.528766632080078,0,highsc,white0,married
0,1.454545497894287,4.0,22.142465591430664,0,highsc,white0,nevmarr
1,1.0909091234207153,4.166666507720947,35.95068359375,1,highsc,white0,married
1,1.600000023841858,3.6666667461395264,45.19451904296875,0,bach,white0,married
1,1.6363636255264282,3.1666667461395264,36.375343322753906,1,highsc,white0,married
0,1.6363636255264282,4.333333492279053,38.98630142211914,1,highsc,non.white1,married
1,1.2000000476837158,3.6666667461395264,57.50685119628906,1,highsc,white0,nevmarr
1,1.1818181276321411,4.5,24.79452133178711,0,highsc,white0,nevmarr
1,1.0,4.666666507720947,44.890411376953125,0,gradwk,white0,married
0,2.1818182468414307,4.333333492279053,42.156166076660156,1,somcol,white0,married
1,1.6363636255264282,4.666666507720947,37.901371002197266,0,somcol,white0,married
0,1.454545497894287,4.833333492279053,56.30958938598633,0,lt-hs,white0,married
1,2.7272727489471436,5.0,41.20821762084961,1,highsc,white0,separtd
0,1.8181818723678589,2.1666667461395264,30.43561553955078,1,bach,white0,married
0,1.8181818723678589,3.6666667461395264,33.72602844238281,1,somcol,non.white1,nevmarr
0,1.1818181276321411,3.6666667461395264,32.60274124145508,1,highsc,white0,married
0,1.7272727489471436,4.5,26.328767776489258,1,bach,white0,nevmarr
0,1.9090908765792847,4.166666507720947,20.693151473999023,1,somcol,white0,nevmarr
0,1.6363636255264282,4.166666507720947,48.156166076660156,1,gradwk,white0,married
0,1.0,5.0,37.76986312866211,1,highsc,white0,divrcd
0,1.545454502105713,3.0,21.873971939086914,1,highsc,white0,nevmarr
1,1.6363636255264282,3.8333332538604736,37.68767166137695,0,somcol,white0,nevmarr
1,2.0,3.8333332538604736,37.134246826171875,1,gradwk,white0,divrcd
1,1.7272727489471436,3.5,55.619178771972656,0,gradwk,white0,married
0,1.2727272510528564,4.166666507720947,29.457534790039062,1,gradwk,white0,married
0,1.7999999523162842,4.0,42.928768157958984,1,gradwk,white0,divrcd
0,1.0,5.0,36.16712188720703,1,somcol,white0,married
0,1.2727272510528564,5.0,45.0,1,gradwk,white0,divrcd
1,1.2727272510528564,4.0,29.408218383789062,1,highsc,white0,married
1,3.3636362552642822,2.6666667461395264,50.52876663208008,1,bach,white0,nevmarr
0,3.090909004211426,4.0,22.80821990966797,1,bach,white0,nevmarr
1,1.6363636255264282,4.0,31.865753173828125,0,somcol,non.white1,married
1,1.1818181276321411,5.0,44.70684814453125,0,highsc,white0,married
1,1.3636363744735718,4.833333492279053,43.4876708984375,1,somcol,white0,divrcd
1,1.545454502105713,1.0,24.26301383972168,0,highsc,white0,nevmarr
0,3.0,3.5,43.405479431152344,1,gradwk,white0,nevmarr
1,2.090909004211426,3.3333332538604736,26.23835563659668,1,somcol,white0,divrcd
1,1.0,4.833333492279053,30.463014602661133,0,gradwk,non.white1,married
0,2.909090995788574,4.333333492279053,37.057533264160156,1,highsc,white0,divrcd
1,1.9090908765792847,3.6666667461395264,23.27671241760254,1,bach,white0,nevmarr
1,1.2727272510528564,4.333333492279053,32.9561653137207,0,somcol,non.white1,nevmarr
0,1.545454502105713,3.3333332538604736,31.99452018737793,0,somcol,non.white1,nevmarr
1,3.454545497894287,4.166666507720947,50.80548095703125,1,highsc,white0,married
1,3.0,4.333333492279053,47.39725875854492,1,gradwk,white0,separtd
0,2.0,3.0,40.55068588256836,0,gradwk,non.white1,married
1,2.7272727489471436,3.0,40.20547866821289,0,somcol,white0,married
1,1.6363636255264282,3.0,45.37260437011719,1,highsc,white0,divrcd
0,3.090909004211426,4.333333492279053,46.72876739501953,1,highsc,non.white1,divrcd
1,1.454545497894287,3.3333332538604736,30.093151092529297,0,gradwk,white0,married
0,1.0,5.0,44.71780776977539,1,highsc,white0,divrcd
1,2.4000000953674316,2.8333332538604736,56.569862365722656,1,bach,white0,divrcd
1,1.3636363744735718,3.6666667461395264,47.569862365722656,0,bach,white0,married
1,1.0,5.0,34.87397384643555,1,somcol,non.white1,nevmarr
1,1.7272727489471436,4.0,53.583560943603516,0,gradwk,non.white1,married
1,2.2727272510528564,3.8333332538604736,42.632877349853516,0,highsc,white0,married
1,1.1818181276321411,3.6666667461395264,59.0191764831543,1,highsc,white0,married
0,1.0,4.333333492279053,36.060272216796875,0,bach,white0,married
1,1.1818181276321411,4.0,52.40821838378906,0,somcol,white0,married
1,1.8181818723678589,4.0,36.583560943603516,1,highsc,white0,nevmarr
0,1.1818181276321411,5.0,22.227397918701172,1,somcol,non.white1,nevmarr
0,1.9090908765792847,4.166666507720947,61.649314880371094,1,gradwk,white0,divrcd
0,1.1818181276321411,4.5,38.21369934082031,0,somcol,white0,divrcd
1,1.2727272510528564,4.5,37.27945327758789,1,highsc,white0,married
1,1.1818181276321411,4.166666507720947,32.73150634765625,0,bach,non.white1,divrcd
1,1.9090908765792847,4.0,58.96164321899414,0,gradwk,white0,married
1,1.454545497894287,4.833333492279053,26.863014221191406,1,somcol,non.white1,nevmarr
1,1.0909091234207153,4.833333492279053,37.66301345825195,0,gradwk,white0,married
1,1.6363636255264282,4.5,45.49863052368164,0,gradwk,white0,married
1,1.2727272510528564,4.666666507720947,40.68218994140625,1,bach,white0,married
1,1.0909091234207153,5.0,47.41095733642578,0,somcol,white0,married
1,3.0,2.5,40.120548248291016,1,gradwk,white0,married
0,1.6363636255264282,3.3333332538604736,45.326026916503906,0,bach,white0,married
0,1.2727272510528564,3.3333332538604736,45.94520568847656,0,gradwk,white0,married
0,1.1818181276321411,3.5,29.29589080810547,1,highsc,white0,divrcd
0,1.9090908765792847,3.6666667461395264,60.057533264160156,1,somcol,white0,married
1,1.1818181276321411,2.1666667461395264,20.857534408569336,0,somcol,white0,nevmarr
1,2.6363637447357178,3.5,49.62739562988281,1,highsc,white0,married
0,1.7272727489471436,3.8333332538604736,20.03835678100586,1,lt-hs,white0,nevmarr
0,1.9090908765792847,5.0,44.9068489074707,1,somcol,white0,divrcd
1,2.090909004211426,4.5,32.427398681640625,1,somcol,white0,married
0,1.6363636255264282,3.1666667461395264,30.920547485351562,0,bach,white0,nevmarr
1,2.0,4.833333492279053,52.9068489074707,0,bach,white0,married
1,1.454545497894287,4.5,32.4383544921875,0,highsc,white0,married
1,1.3636363744735718,4.666666507720947,43.74520492553711,1,bach,white0,divrcd
1,2.8181817531585693,4.5,54.73972702026367,1,highsc,white0,divrcd
1,1.3636363744735718,4.666666507720947,32.8821907043457,0,bach,white0,divrcd
0,1.6363636255264282,2.5,39.876712799072266,1,somcol,non.white1,nevmarr
1,1.1818181276321411,4.5,42.50410842895508,0,somcol,white0,married
1,2.0,3.5,43.63835525512695,0,gradwk,white0,married
1,1.0,4.5,26.904109954833984,0,bach,white0,nevmarr
1,1.0909091234207153,3.6666667461395264,40.49314880371094,1,highsc,white0,married
1,3.545454502105713,4.0,33.75890350341797,0,highsc,white0,nevmarr
1,1.0,4.0,47.24109649658203,1,highsc,white0,nevmarr
0,2.8181817531585693,3.8333332538604736,43.4191780090332,1,highsc,white0,divrcd
1,1.2727272510528564,4.0,24.70410919189453,1,bach,white0,nevmarr
1,1.0909091234207153,4.0,42.12602615356445,0,somcol,white0,married
1,2.545454502105713,2.6666667461395264,28.52054786682129,0,gradwk,white0,nevmarr
0,1.6363636255264282,3.0,24.065753936767578,1,lt-hs,white0,married
1,2.909090995788574,3.5,51.131507873535156,0,highsc,white0,widowed
1,1.8181818723678589,3.6666667461395264,24.76164436340332,0,lt-hs,white0,nevmarr
0,1.0,5.0,55.684932708740234,0,somcol,white0,married
0,1.1818181276321411,3.6666667461395264,30.024658203125,0,somcol,white0,married
1,1.9090908765792847,5.0,49.684932708740234,0,highsc,white0,married
1,2.7272727489471436,2.5,23.909589767456055,1,lt-hs,white0,nevmarr
1,3.909090995788574,4.333333492279053,47.46027374267578,0,somcol,white0,divrcd
0,2.090909004211426,3.5,28.45479393005371,0,somcol,white0,nevmarr
0,3.2727272510528564,1.6666666269302368,39.27397155761719,1,bach,white0,married
1,1.7272727489471436,3.5,25.835617065429688,1,lt-hs,white0,nevmarr
1,1.0,4.0,50.05205535888672,1,highsc,white0,divrcd
1,2.454545497894287,4.333333492279053,47.47397232055664,1,somcol,non.white1,divrcd
1,2.1818182468414307,3.5,50.87123107910156,0,somcol,white0,divrcd
0,2.0,4.833333492279053,44.20000076293945,1,highsc,white0,divrcd
0,1.399999976158142,5.0,45.095890045166016,0,somcol,white0,married
1,1.1818181276321411,2.1666667461395264,25.126028060913086,0,somcol,white0,nevmarr
1,2.090909004211426,4.5,40.75890350341797,0,somcol,white0,divrcd
1,2.2727272510528564,4.166666507720947,25.706850051879883,1,bach,white0,nevmarr
0,2.6363637447357178,3.1666667461395264,30.367122650146484,0,highsc,white0,nevmarr
0,1.0909091234207153,3.6666667461395264,27.24109649658203,1,gradwk,non.white1,married
1,1.0909091234207153,4.333333492279053,35.97808074951172,0,somcol,white0,married
1,1.545454502105713,4.333333492279053,31.824657440185547,1,highsc,white0,married
1,2.2727272510528564,3.5,34.16712188720703,0,lt-hs,white0,married
1,1.9090908765792847,3.6666667461395264,39.375343322753906,1,somcol,white0,married
1,2.0,1.1666666269302368,32.27945327758789,1,highsc,white0,nevmarr
1,1.7272727489471436,5.0,42.356163024902344,1,somcol,white0,nevmarr
0,3.090909004211426,4.166666507720947,29.882192611694336,0,highsc,white0,nevmarr
1,1.454545497894287,4.166666507720947,50.586299896240234,0,gradwk,white0,divrcd
0,2.2727272510528564,4.666666507720947,40.48493194580078,1,highsc,non.white1,nevmarr
1,1.545454502105713,2.8333332538604736,32.879451751708984,1,somcol,non.white1,married
0,1.3636363744735718,4.5,38.887672424316406,1,somcol,white0,divrcd
1,2.090909004211426,4.5,23.676712036132812,1,bach,white0,nevmarr
0,1.2727272510528564,4.0,35.112327575683594,1,highsc,white0,divrcd
0,1.2727272510528564,5.0,36.50959014892578,1,gradwk,white0,divrcd
1,1.2727272510528564,3.8333332538604736,35.93424606323242,1,highsc,white0,nevmarr
1,1.0909091234207153,4.166666507720947,38.684932708740234,0,bach,white0,nevmarr
0,1.6363636255264282,3.1666667461395264,23.671232223510742,0,bach,white0,nevmarr
1,1.1818181276321411,4.333333492279053,25.05205535888672,1,somcol,white0,married
1,1.9090908765792847,5.0,18.320547103881836,1,highsc,white0,nevmarr
1,1.0,4.833333492279053,37.9068489074707,1,somcol,non.white1,divrcd
1,1.9090908765792847,4.166666507720947,27.23013687133789,1,bach,white0,nevmarr
0,1.9090908765792847,3.0,34.93424606323242,1,lt-hs,white0,married
1,1.1818181276321411,3.8333332538604736,18.904109954833984,0,highsc,white0,nevmarr
0,2.545454502105713,4.0,41.30411148071289,0,somcol,white0,divrcd
0,1.1818181276321411,4.5,21.74520492553711,1,somcol,non.white1,nevmarr
0,2.6363637447357178,2.3333332538604736,33.890411376953125,1,highsc,non.white1,nevmarr
1,1.6363636255264282,4.0,60.72876739501953,0,gradwk,white0,married
1,2.3636362552642822,4.0,24.912328720092773,0,bach,white0,nevmarr
1,1.3636363744735718,4.666666507720947,23.893150329589844,0,somcol,non.white1,nevmarr
1,1.1818181276321411,4.0,22.172603607177734,1,somcol,white0,nevmarr
1,1.2727272510528564,5.0,41.90958786010742,0,gradwk,white0,married
0,1.0,5.0,48.671234130859375,1,bach,white0,nevmarr
0,1.3636363744735718,3.5,25.48493194580078,0,somcol,white0,nevmarr
0,1.3636363744735718,4.833333492279053,30.74520492553711,1,gradwk,white0,married
1,2.8181817531585693,4.833333492279053,45.926029205322266,0,somcol,white0,divrcd
0,2.2727272510528564,3.6666667461395264,52.05479431152344,1,bach,white0,married
1,1.7272727489471436,2.1666667461395264,59.375343322753906,1,lt-hs,white0,divrcd
1,2.090909004211426,4.666666507720947,48.95068359375,0,gradwk,non.white1,married
1,1.454545497894287,4.166666507720947,58.646575927734375,1,highsc,white0,married
0,1.7272727489471436,4.833333492279053,58.186302185058594,0,gradwk,white0,married
1,1.0,3.0,18.676712036132812,1,lt-hs,white0,nevmarr
1,2.090909004211426,3.8333332538604736,44.879451751708984,1,somcol,non.white1,nevmarr
0,1.2727272510528564,4.0,24.402740478515625,1,highsc,white0,nevmarr
1,1.454545497894287,5.0,44.70137023925781,1,highsc,white0,divrcd
0,1.0,4.0,46.400001525878906,1,highsc,white0,married
0,1.3636363744735718,4.0,33.24931335449219,0,highsc,white0,nevmarr
0,2.3636362552642822,4.166666507720947,30.120548248291016,1,somcol,non.white1,married
0,1.0909091234207153,3.0,53.082191467285156,1,gradwk,white0,married
1,1.545454502105713,3.5,39.106849670410156,0,somcol,white0,married
1,2.0,3.6666667461395264,70.00273895263672,1,highsc,white0,widowed
0,2.3636362552642822,4.0,39.10137176513672,1,somcol,white0,divrcd
0,2.090909004211426,4.666666507720947,33.46027374267578,1,somcol,non.white1,married
1,1.6363636255264282,3.3333332538604736,46.660274505615234,0,somcol,white0,married
1,2.7272727489471436,4.333333492279053,31.860273361206055,0,somcol,non.white1,married
1,1.0,5.0,21.632877349853516,1,somcol,white0,nevmarr
0,2.090909004211426,3.3333332538604736,25.2219181060791,0,highsc,white0,married
1,1.8181818723678589,2.8333332538604736,49.47397232055664,0,somcol,white0,married
1,1.8181818723678589,4.0,25.347944259643555,1,bach,white0,nevmarr
1,1.3636363744735718,4.166666507720947,32.586299896240234,0,highsc,white0,married
1,1.545454502105713,5.0,37.84657669067383,0,somcol,white0,separtd
1,1.2727272510528564,2.0,26.671232223510742,0,highsc,white0,nevmarr
1,2.1818182468414307,4.0,41.35890579223633,0,bach,white0,married
1,1.454545497894287,5.0,33.92054748535156,0,somcol,white0,married
1,1.8181818723678589,5.0,30.391780853271484,1,somcol,white0,divrcd
0,1.0,4.833333492279053,39.66575241088867,1,highsc,white0,divrcd
1,2.8181817531585693,3.8333332538604736,28.342466354370117,0,somcol,white0,married
1,1.1818181276321411,4.666666507720947,50.38630294799805,1,highsc,white0,married
0,1.2727272510528564,3.3333332538604736,25.082191467285156,1,somcol,white0,divrcd
1,1.0,5.0,20.75616455078125,0,highsc,white0,nevmarr
0,3.1818182468414307,4.166666507720947,46.32328796386719,1,highsc,white0,divrcd
1,1.454545497894287,4.166666507720947,39.95890426635742,1,somcol,white0,married
1,2.7272727489471436,3.3333332538604736,32.98630142211914,1,gradwk,white0,nevmarr
0,1.9090908765792847,3.6666667461395264,29.304109573364258,0,somcol,white0,married
1,1.8181818723678589,4.5,33.4383544921875,1,highsc,white0,nevmarr
1,1.1818181276321411,5.0,33.87123107910156,1,bach,non.white1,nevmarr
1,1.0909091234207153,4.0,46.01095962524414,0,highsc,white0,married
0,2.1818182468414307,3.5,36.290409088134766,0,highsc,white0,married
1,2.545454502105713,3.8333332538604736,61.276710510253906,0,gradwk,white0,married
1,1.454545497894287,4.666666507720947,44.77534103393555,0,highsc,white0,married
1,2.1818182468414307,4.333333492279053,57.112327575683594,0,gradwk,white0,married
1,1.0909091234207153,4.166666507720947,27.676712036132812,1,highsc,white0,nevmarr
1,1.8181818723678589,4.166666507720947,44.49040985107422,0,somcol,white0,nevmarr
0,1.0909091234207153,5.0,52.134246826171875,0,bach,white0,married
0,1.3636363744735718,4.5,26.96164321899414,1,somcol,white0,divrcd
1,1.9090908765792847,4.833333492279053,41.10411071777344,0,bach,white0,nevmarr
0,2.1818182468414307,2.6666667461395264,26.25479507446289,0,gradwk,white0,nevmarr
1,4.181818008422852,3.6666667461395264,32.109588623046875,1,gradwk,white0,married
1,2.545454502105713,4.833333492279053,44.61369705200195,1,somcol,non.white1,married
0,2.6363637447357178,3.1666667461395264,33.25753402709961,0,highsc,white0,separtd
1,1.545454502105713,5.0,42.901371002197266,1,somcol,white0,divrcd
1,2.0,4.5,63.02191925048828,0,somcol,white0,married
0,2.0,3.5,33.400001525878906,0,somcol,white0,divrcd
0,2.909090995788574,3.6666667461395264,28.78082275390625,1,somcol,non.white1,nevmarr
1,3.2727272510528564,4.333333492279053,29.7342472076416,0,highsc,white0,married
0,1.454545497894287,4.0,43.73698806762695,1,somcol,white0,divrcd
1,1.3636363744735718,4.0,29.109588623046875,0,bach,white0,married
0,2.7272727489471436,4.0,36.430137634277344,0,highsc,white0,married
1,1.545454502105713,4.333333492279053,25.372602462768555,0,somcol,white0,nevmarr
1,1.3636363744735718,3.1666667461395264,44.632877349853516,0,somcol,non.white1,married
1,2.2727272510528564,4.0,34.87397384643555,1,somcol,white0,divrcd
1,1.0,3.0,36.98356246948242,1,highsc,white0,married
1,2.2727272510528564,3.1666667461395264,41.4191780090332,0,gradwk,white0,nevmarr
1,1.8181818723678589,4.666666507720947,25.884931564331055,0,bach,white0,nevmarr
1,2.6363637447357178,3.0,30.94246482849121,1,somcol,white0,nevmarr
1,1.2727272510528564,4.5,36.635616302490234,1,highsc,non.white1,nevmarr
0,2.090909004211426,3.1666667461395264,60.45753479003906,1,somcol,white0,married
1,1.3636363744735718,4.0,37.098628997802734,0,somcol,white0,married
0,1.0909091234207153,4.666666507720947,31.600000381469727,1,bach,white0,nevmarr
1,1.0,4.666666507720947,23.060274124145508,1,somcol,non.white1,nevmarr
1,1.454545497894287,4.0,35.30411148071289,1,gradwk,white0,married
0,1.454545497894287,3.6666667461395264,30.926027297973633,0,highsc,white0,nevmarr
1,1.0909091234207153,3.8333332538604736,24.115068435668945,0,highsc,non.white1,nevmarr
0,1.0,4.0,20.53150749206543,1,somcol,white0,nevmarr
1,2.090909004211426,3.0,41.646575927734375,0,bach,white0,divrcd
1,1.454545497894287,4.833333492279053,40.684932708740234,1,bach,white0,married
1,1.6363636255264282,4.5,54.86027526855469,0,lt-hs,white0,married
1,1.9090908765792847,4.0,27.05205535888672,1,bach,white0,nevmarr
1,1.1818181276321411,4.666666507720947,49.1178092956543,0,gradwk,white0,married
1,1.0909091234207153,4.166666507720947,44.339725494384766,1,highsc,white0,married
0,1.8181818723678589,3.8333332538604736,35.72602844238281,1,somcol,white0,married
0,1.0,5.0,46.79452133178711,0,somcol,white0,nevmarr
0,3.200000047683716,5.0,31.350685119628906,0,gradwk,non.white1,separtd
1,2.545454502105713,4.0,39.4438362121582,1,somcol,non.white1,married
1,1.1818181276321411,4.0,37.583560943603516,0,highsc,white0,married
1,1.0,4.5,32.42465591430664,0,somcol,non.white1,married
0,1.0,4.0,27.99726104736328,0,somcol,non.white1,married
1,1.6363636255264282,4.0,23.169862747192383,0,highsc,non.white1,nevmarr
1,1.0909091234207153,5.0,30.561643600463867,0,bach,white0,nevmarr
1,1.8181818723678589,4.5,39.81917953491211,0,somcol,white0,nevmarr
1,1.6363636255264282,4.0,43.61369705200195,0,somcol,white0,married
1,1.6363636255264282,3.6666667461395264,52.378082275390625,0,bach,white0,separtd
0,1.545454502105713,3.5,30.471233367919922,0,lt-hs,white0,nevmarr
0,2.454545497894287,3.0,24.345205307006836,1,highsc,white0,married
1,1.3636363744735718,4.833333492279053,31.657533645629883,0,bach,non.white1,nevmarr
1,1.0909091234207153,4.333333492279053,38.917808532714844,0,somcol,white0,married
1,2.0,4.333333492279053,46.77808380126953,0,somcol,white0,married
1,2.2727272510528564,3.8333332538604736,40.38356018066406,1,highsc,white0,married
0,1.0909091234207153,4.333333492279053,49.802738189697266,1,gradwk,white0,married
1,1.9090908765792847,4.5,44.210960388183594,0,somcol,white0,married
1,1.2727272510528564,4.833333492279053,61.56438446044922,1,gradwk,non.white1,widowed
0,1.454545497894287,4.666666507720947,34.3698616027832,0,somcol,white0,divrcd
1,1.1818181276321411,2.5,19.208219528198242,1,somcol,white0,nevmarr
0,2.1818182468414307,4.166666507720947,33.879451751708984,1,somcol,white0,married
0,2.545454502105713,3.3333332538604736,45.26301193237305,0,somcol,white0,nevmarr
1,2.090909004211426,5.0,29.849315643310547,0,somcol,white0,married
1,1.0,4.5,36.967124938964844,0,somcol,white0,divrcd
0,2.454545497894287,4.166666507720947,58.02191925048828,1,highsc,white0,widowed
1,2.3636362552642822,3.3333332538604736,50.380821228027344,1,highsc,white0,married
1,1.0909091234207153,5.0,44.51780700683594,1,bach,white0,married
1,1.7272727489471436,2.1666667461395264,24.430137634277344,1,bach,white0,nevmarr
1,2.909090995788574,2.8333332538604736,17.4876708984375,1,lt-hs,white0,nevmarr
0,1.8181818723678589,4.166666507720947,44.96438217163086,0,highsc,white0,married
1,1.454545497894287,4.0,29.799999237060547,1,bach,white0,nevmarr
1,1.2727272510528564,5.0,18.679452896118164,1,lt-hs,white0,nevmarr
1,1.2727272510528564,4.833333492279053,35.545204162597656,0,somcol,white0,nevmarr
1,1.0,4.833333492279053,28.23561668395996,1,highsc,white0,nevmarr
1,3.3636362552642822,3.0,28.983562469482422,1,highsc,white0,divrcd
1,1.0909091234207153,4.0,34.60274124145508,1,somcol,white0,married
1,1.2727272510528564,3.0,24.082191467285156,0,highsc,white0,nevmarr
1,1.7272727489471436,3.0,32.70137023925781,1,somcol,white0,married
1,2.1818182468414307,4.833333492279053,28.123287200927734,1,highsc,white0,married
1,2.909090995788574,2.3333332538604736,57.646575927734375,1,lt-hs,white0,married
1,2.454545497894287,3.8333332538604736,39.939727783203125,0,gradwk,white0,married
0,1.3636363744735718,3.0,45.55068588256836,1,somcol,white0,divrcd
1,2.090909004211426,4.333333492279053,39.90958786010742,0,somcol,white0,divrcd
1,1.8181818723678589,5.0,30.076711654663086,0,somcol,non.white1,nevmarr
0,4.909090995788574,3.6666667461395264,36.94794464111328,1,somcol,white0,married
1,2.1818182468414307,3.1666667461395264,30.104108810424805,0,lt-hs,white0,nevmarr
1,1.1818181276321411,4.833333492279053,55.81917953491211,1,gradwk,white0,married
1,2.2727272510528564,4.0,44.33424758911133,0,bach,white0,divrcd
0,2.1818182468414307,4.833333492279053,39.172603607177734,0,gradwk,white0,nevmarr
1,4.2727274894714355,3.1666667461395264,26.824657440185547,1,lt-hs,non.white1,nevmarr
1,2.2727272510528564,4.666666507720947,40.99177932739258,1,gradwk,white0,nevmarr
0,1.454545497894287,4.333333492279053,24.082191467285156,0,highsc,white0,married
1,1.545454502105713,3.1666667461395264,35.69588851928711,1,highsc,white0,married
1,1.8181818723678589,4.0,40.545204162597656,0,somcol,white0,nevmarr
